SITE_ID,YEAR,VISIT_NO,LOC_NAME,DATE_COL,TEAM_ID,XSTATUS,VALXSTAT,SITESAMP,MLAT_DD,MLON_DD,XLAT_DD,XLON_DD,MLAT_DEG,MLAT_MIN,MLAT_SEC,MLON_DEG,MLON_MIN,MLON_SEC,XLAT_DEG,XLAT_MIN,XLAT_SEC,XLON_DEG,XLON_MIN,XLON_SEC,XDIMEN,XGPSCOOR,VER_STAT,GPS_VER,LOC_VER,SIG_VER,RDS_VER,TOP_VER,OTH_VER,RCHWIDTH,RCHUP,RCHDOWN,RCHLEN,COM_IM,STATE,TRCHLEN,XLONDD 
OWW04440-0323,2004,1,Wahita River,8/5/04,8,SAMPLEABLE,WADEABLE,Y,35.046785,-98.307921,35.04718,-98.30788,35,2,48,98,18,29,35,2,50,98,18,28,3D,Y,VERIFIED,Y,N,N,N,Y,N,17,272,408, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",OK,680,  
OWW04440-0324,2004,1,MOTT'S BRANCH,9/1/04,1,SAMPLEABLE,WADEABLE,Y,36.11175,-81.510429,36.111754,-81.510432,36,6,42,81,30,38,36,6,42,81,30,38,3D,Y,VERIFIED,Y,N,N,N,N,N,3,75,75, , ,NC,150,  
OWW04440-0325,2004,1,Buffalo River,8/9/04,8,SAMPLEABLE,WADEABLE,Y,35.971416,-92.857015,35.97087,-92.85696,35,58,17,92,51,25,35,58,15,92,51,25,3D,Y,VERIFIED,Y,N,N,Y,N,N,9,180,180, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",AR,360,  
OWW04440-0326,2004,1,South Branch Patapsco River,8/31/04,20,SAMPLEABLE,WADEABLE,Y,39.36572,-77.081795, , ,39,21,57,77,4,54,39,21,59,77,4,55, ,Y,VERIFIED,N,N,N,N,Y,N,5,100,100, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",MD,200,  
OWW04440-0327,2004,1,Judicial Ditch #18,8/21/04,2,SAMPLEABLE,WADEABLE,Y,44.965978,-94.671165,44.96586,-94.67128,44,57,58,94,40,16,44,57,57,94,40,17,3D,Y,VERIFIED,Y,Y,N,Y,Y,N,4,80,80, , ,MN,160,  
OWW04440-0328,2004,1,Sinking Creek,9/14/04,2,SAMPLEABLE,WADEABLE,Y,37.829098,-86.305183,37.82904,-86.30539,37,49,45,86,18,19,37,49,45,86,18,19,3D,Y,VERIFIED,Y,N,N,Y,N,N,9,180,180, , ,KY,360,  
OWW04440-0330,2004,1,Starruca Creek,8/15/04,2,SAMPLEABLE,WADEABLE,Y,41.862782,-75.51378,41.86253,-75.51405,41,51,46,75,30,50,41,51,45,75,30,51,3D,Y,VERIFIED,Y,Y,N,Y,Y,N,5,100,100, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",PA,200,  
OWW04440-0333,2004,1,Rio Tusas,10/4/04,1,SAMPLEABLE,WADEABLE,Y,36.492676,-106.00737,36.49257,-106.00734,36,29,34,106,0,27,36,29,33,106,0,26,3D,Y,VERIFIED,Y,N,N,N,N,N,2,75,75, , ,NM,150,  
OWW04440-0334,2004,1,HURRICANE CREEK,9/28/04,7,SAMPLEABLE,WADEABLE,Y,35.439809,-88.321961,35.43981,-88.3222,35,26,23,88,19,19,35,26,23,88,19,20,3D,Y,VERIFIED,Y,N,N,Y,Y,N,1,75,75, , ,TN,150,  
OWW04440-0336,2004,1,Springville Branch Bad Axe River,7/7/04,1,SAMPLEABLE,WADEABLE,Y,43.584689,-91.015606,43.58455,-91.01583,43,35,5,91,0,56,43,35,4,91,0,57,3D,Y,VERIFIED,Y,Y,N,N,Y,N,8,160,160, , ,WI,320,  
OWW04440-0337,2004,1,Little Bogue Homo Creek,8/2/04,9,SAMPLEABLE,WADEABLE,Y,31.738483,-89.009124, , ,31,44,19,89,0,33,31,44,18,89,0,32, ,Y,VERIFIED,N,N,N,Y,N,N,5,100,100, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",MS,200,  
OWW04440-0338,2004,1,U.T. TO TAGHKANIC CREEK,8/19/04,2,SAMPLEABLE,WADEABLE,Y,42.155268,-73.570181,42.15526,-73.57028,42,9,19,73,34,13,42,9,19,73,34,13,3D,Y,VERIFIED,Y,N,N,Y,N,N,1,30,120, , ,NY,150,  
OWW04440-0340,2004,1,Dunker's Creek,8/12/04,1,SAMPLEABLE,WADEABLE,Y,35.87602,-80.360111, , ,35,52,34,80,21,36,35,52,34,80,21,36, ,Y,VERIFIED,N,N,N,Y,N,N,1.8,75,75, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",NC,150,  
OWW04440-0341,2004,1,Little Cow Creek,6/29/04,2,SAMPLEABLE,WADEABLE,Y,34.538495,-94.485097,34.53858,-94.48524,34,32,19,94,29,6,34,32,19,94,29,7,3D,Y,VERIFIED,Y,N,N,Y,Y,N,5,0,200, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",OK,200,  
OWW04440-0346,2004,1,No name,8/12/04,2,SAMPLEABLE,WADEABLE,Y,40.734944,-77.239089,40.73514,-77.23936,40,44,6,77,14,21,40,44,7,77,14,22,3D,Y,VERIFIED,Y,Y,Y,Y,Y,N,5,100,100, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",PA,200,  
OWW04440-0349,2004,1,Theuvenins Creek,7/28/04,1,SAMPLEABLE,WADEABLE,Y,30.617946,-94.292842,30.618149,-94.292755,30,37,5,94,17,34,30,37,5,94,17,34,3D,Y,VERIFIED,Y,Y,N,N,N,N,7,140,140, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",TX,280,  
OWW04440-0353,2004,1,Unknown,8/4/04,1,SAMPLEABLE,WADEABLE,Y,32.023301,-88.688033, , ,32,1,24,88,41,17,32,1,23,88,41,16, ,Y,VERIFIED,N,N,N,Y,Y,Landmarks.,1,75,75, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",MS,150,  
OWW04440-0356,2004,1,Davis Branch,9/19/04,1,SAMPLEABLE,WADEABLE,Y,37.82632,-82.56961,37.826218,-82.569544,37,49,35,82,34,11,37,49,34,82,34,10,3D,Y,VERIFIED,Y,N,N,Y,N,N,2,75,75, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",KY,150,  
OWW04440-0358,2004,1,Unnamed Trib to Piney Creek,8/24/04,20,SAMPLEABLE,WADEABLE,Y,39.64838,-77.181181, , ,39,38,54,77,10,52,39,38,52,77,10,51, ,Y,VERIFIED,N,N,N,N,Y,N,2,150,0, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",MD,150,  
OWW04440-0359,2004,1,Gardner,7/12/04,4,SAMPLEABLE,WADEABLE,Y,44.866727,-88.746507,44.86662,-88.7467,44,52,0,88,44,47,44,51,60,88,44,48,3D,Y,VERIFIED,Y,N,N,N,N,N,4,80,80, , ,WI,160,  
OWW04440-0360,2004,1,Brush Creek,7/28/04,11,SAMPLEABLE,WADEABLE,Y,39.885478,-92.774328, , ,39,53,8,92,46,28, , , , , , , , ,VERIFIED, ,N,N,N,Y,N,4.8,96,96, , ,MO,192,  
OWW04440-0361,2004,1,Big Branch Bayou,6/20/04,1,SAMPLEABLE,WADEABLE,Y,30.3537,-89.8956,30.35363,-89.89559,30,21,13,89,53,44,30,21,13,89,53,44,3D,Y,VERIFIED,Y,Y,N,Y,Y,N,1,75,75, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",LA,150,  
OWW04440-0362,2004,1,Limekiln Run,8/10/04,2,SAMPLEABLE,WADEABLE,Y,38.811566,-79.823474, , ,38,48,42,79,49,25,38,48,43,79,49,25, ,Y,VERIFIED,N,N,N,N,Y,N,2,75,75, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",WV,150,  
OWW04440-0368,2004,1,MIDDLE FK. WILDCAT CR.,9/10/04,3,SAMPLEABLE,WADEABLE,Y,40.44297,-86.444098,40.44307,-86.44409,40,26,35,86,26,39,40,26,35,86,26,39,3D,Y,VERIFIED,Y,Y,N,Y,Y,N,8,160,160, , ,IN,320,  
OWW04440-0369,2004,1,No name tributary,6/22/04,3,SAMPLEABLE,WADEABLE,Y,30.1262,-92.407,30.12619,-92.4071,30,7,34,92,24,25,30,7,34,92,24,26,3D,Y,VERIFIED,Y,N,Y,Y,Y,N,6,120,120, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",LA,240,  
OWW04440-0373,2004,1,Johnson Creek,7/29/04,1,SAMPLEABLE,WADEABLE,Y,32.055541,-94.962951,32.055606,-94.962888,32,3,20,94,57,47,32,39,20,94,57,46,3D,Y,VERIFIED,Y,Y,N,N,N,N,3.5,75,75, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",TX,150,  
OWW04440-0377,2004,1,Locust Creek,6/24/04,2,SAMPLEABLE,WADEABLE,Y,36.110319,-90.449962,36.11035,-90.44992,36,6,37,90,26,60,36,6,37,90,26,60,3D,Y,VERIFIED,Y,N,N,N,N,N,4,80,80, ,"Corrected DATE_COL Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",AR,160,  
OWW04440-0378,2004,1,Beaver Creek,9/16/04,16,SAMPLEABLE,WADEABLE,Y,41.5166,-81.22335,41.51665,-81.22318,41,30,60,81,13,24,41,30,60,81,13,23,3D,Y,VERIFIED,Y,N,N,Y,N,N,2,75,75, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",OH,150,  
OWW04440-0380,2004,1,Cub Creek,8/5/04,11,SAMPLEABLE,WADEABLE,Y,37.778285,-91.032034, , ,37,46,42,91,1,55, , , , , , , , ,VERIFIED, ,N,N,N,Y,N,7,140,140, , ,MO,280,  
OWW04440-0381,2004,1,BARON CREEK,8/6/04,6,SAMPLEABLE,WADEABLE,Y,30.286987,-98.895279,30.2869,-98.89526,30,17,13,98,53,43,30,17,13,98,53,43,3D,Y,VERIFIED,Y,Y,N,Y,Y,N,4,80,80, , ,TX,160,  
OWW04440-0382,2004,1,JOHNS CREEK,9/23/04,1,SAMPLEABLE,WADEABLE,Y,37.600228,-82.514848,37.60045,-82.51449,37,36,1,82,30,53,37,36,2,82,30,52,3D,Y,VERIFIED,Y,N,N,Y,N,N,11,220,220, ,Corrected DATE_COL,KY,440,  
OWW04440-0383,2004,1,Mud Creek,7/26/04,2,SAMPLEABLE,WADEABLE,Y,43.123117,-78.512015,43.12348,-78.51241,43,7,23,78,30,43,43,7,25,78,30,45,3D,Y,VERIFIED,Y,Y,Y,Y,Y,N,7,140,140, , ,NY,280,  
OWW04440-0384,2004,1,LEFT FORK/BARNES RUN,8/5/04,1,SAMPLEABLE,WADEABLE,Y,38.852413,-81.191966, , ,38,51,9,81,11,31,38,51,9,81,11,31, ,Y,VERIFIED,N,N,N,N,Y,N,3,75,75, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",WV,150,  
OWW04440-0386,2004,1,UT to Page Brook,7/20/04,2,SAMPLEABLE,WADEABLE,Y,42.262413,-75.789983,42.26236,-75.79052,42,15,45,75,47,24,42,15,44,75,47,26,3D,Y,VERIFIED,Y,N,N,N,Y,N,1,75,75, , ,NY,150,  
OWW04440-0387,2004,1,Little Deep Fork,8/4/04,12,SAMPLEABLE,WADEABLE,Y,35.803914,-96.483066,35.803912,-96.48306,35,48,14,96,28,59,35,48,14,96,28,59,3D,Y,VERIFIED,Y,N,N,Y,Y,N,5,100,100, ,"reordered visit numbers Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",OK,200,  
OWW04440-0389,2004,1,Railroad Branch,6/22/04,4,SAMPLEABLE,WADEABLE,Y,34.42715,-92.380185, , ,34,25,38,92,22,49,34,25,35,92,22,46, ,Y,VERIFIED,N,N,N,N,N,N,4,75,75, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",AR,150,  
OWW04440-0393,2004,1,NNT Monsanto Bayou,6/16/04,3,SAMPLEABLE,WADEABLE,Y,30.5019,-91.1669,30.50191,-91.16677,30,30,7,91,10,1,30,30,7,91,10,0,3D,Y,VERIFIED,Y,N,N,N,Y,N,5.5,110,110, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",LA,220,  
OWW04440-0394,2004,1,MAHANOY CREEK,8/11/04,2,SAMPLEABLE,WADEABLE,Y,40.722072,-76.793002,40.72205,-76.79282,40,43,19,76,47,35,40,43,19,76,47,34,3D,Y,VERIFIED,Y,N,Y,Y,Y,N,108,540,540, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",PA,1080,  
OWW04440-0398,2004,1,UT to South Fork Little River,9/12/04,2,SAMPLEABLE,WADEABLE,Y,36.850957,-87.438641,36.85134,-87.42902,36,51,3,87,26,19,36,51,5,87,25,44,3D,N,VERIFIED,Y,N,N,Y,N,N,2,75,75, , ,KY,150,  
OWW04440-0400,2004,1,Unknown,7/9/04,1,SAMPLEABLE,WADEABLE,Y,41.863759,-88.744868,41.86381,-88.74416,41,51,50,88,44,42,41,51,50,88,44,39,3D,Y,VERIFIED,Y,N,Y,Y,Y,Power Line #4050,3,75,75, , ,IL,150,  
OWW04440-0401,2004,1,Hurst Branch,10/4/04,2,SAMPLEABLE,WADEABLE,Y,30.48896,-87.363313,30.48894,-87.36319,30,29,20,87,21,48,30,29,20,87,21,47,3D,Y,VERIFIED,Y,N,N,Y,Y,N, ,75,75, ,"reordered visit numbers Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",FL,150,  
OWW04440-0403,2004,1,Marsh Creek,9/20/04,1,SAMPLEABLE,WADEABLE,Y,39.729547,-97.946009,39.72955,-97.94601,39,43,46,97,56,46,39,43,46,97,56,46,3D,Y,VERIFIED,Y,N,N,N,Y,N,10,200,200, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",KS,400,  
OWW04440-0405,2004,1,West Mud Creek,7/21/04,8,SAMPLEABLE,WADEABLE,Y,34.085611,-97.670506,34.08508,-97.67075,34,5,8,97,40,14,34,5,6,97,40,15,3D,Y,VERIFIED,Y,N,N,N,N,N,7,140,140, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",OK,280,  
OWW04440-0410,2004,1,TEAR COAT CREEK,8/10/04,1,SAMPLEABLE,WADEABLE,Y,39.244215,-78.664861, , ,39,14,39,78,39,53,39,14,40,78,39,54, ,Y,VERIFIED,N,N,N,N,Y,GIS,5,100,100, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",WV,200,  
OWW04440-0416,2004,1,OTTAWA CREEK,7/21/04,2,SAMPLEABLE,WADEABLE,Y,40.942981,-83.812091,40.94306,-83.81214,40,56,35,83,48,44,40,56,35,83,48,44, ,Y,VERIFIED,Y,N,N,Y,Y,N,6,120,120, , ,OH,240,  
OWW04440-0418,2004,1,Bottom Creek,10/10/04,2,SAMPLEABLE,WADEABLE,Y,43.207763,-83.200398,43.20779,-83.20023,43,12,28,83,12,1,43,12,28,83,12,1,3D,Y,VERIFIED,Y,Y,N,Y,Y,N,5,40,160, , ,MI,200,  
OWW04440-0419,2004,1,Burnt Fork,8/3/04,11,SAMPLEABLE,WADEABLE,Y,39.501327,-94.16099, , ,39,30,5,94,9,40, , , , , , , , ,VERIFIED, ,N,N,N,Y,N,8.4,168,168, , ,MO,336,  
OWW04440-0420,2004,1,Clear Creek,10/15/04,7,SAMPLEABLE,WADEABLE,Y,36.357356,-82.703299,36.35725,-82.70291,36,21,26,82,42,12,36,21,26,82,42,10,3D,Y,VERIFIED,Y,N,N,Y,Y,N,7,140,140, , ,TN,280,  
OWW04440-0423,2004,1,Burns Creek,8/9/04,4,SAMPLEABLE,WADEABLE,Y,43.944,-90.972,43.94373,-90.97215,43,56,38,90,58,19,43,56,37,90,58,20,3D,Y,VERIFIED,Y,N,Y,Y,Y,N,6,120,120, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",WI,240,  
OWW04440-0425,2004,1,Hobolochitto River,8/11/04,10,SAMPLEABLE,PARBYWADE,Y,30.767016,-89.654905, , ,30,46,1,89,39,18,30,46,1,89, ,17, ,Y,VERIFIED,N,N,N,Y,Y,N,20,400,400, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",MS,800,  
OWW04440-0426,2004,1,REDSTONE CREEK,8/12/04,3,SAMPLEABLE,WADEABLE,Y,39.9433,-79.7206,39.94339,-79.72062,39,56,36,79,43,14,39,56,36,79,43,14,3D,Y,VERIFIED,Y,N,N,N,N,N,9,180,180, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",PA,360,  
OWW04440-0427,2004,1,MIDDLE INLET,8/17/04,4,SAMPLEABLE,WADEABLE,Y,45.341546,-88.053339,45.34156,-88.05329,45,20,30,88,3,12,45,20,30,88,3,12,3D,Y,VERIFIED,Y,Y,N,N,Y,N,5,100,100, , ,WI,200,  
OWW04440-0428,2004,1,Barton Brook,7/8/04,2,SAMPLEABLE,WADEABLE,Y,44.588445,-74.808717,44.58873,-74.80889,44,35,18,74,48,31,44,35,19,74,48,32,3D,Y,VERIFIED,Y,N,N,Y,N,N,3,75,75, , ,NY,150,  
OWW04440-0429,2004,1,Pecos River,8/10/04,1,SAMPLEABLE,WADEABLE,Y,31.419392,-103.340998,31.419016,-103.341297,31,25,10,103,20,28,31,25,8,103,20,29,3D,Y,VERIFIED,Y,Y,N,Y,Y,N,10,200,200, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",TX,400,  
OWW04440-0432,2004,1,Grassy Creek,9/12/04,3,SAMPLEABLE,WADEABLE,Y,39.414837,-86.008435,39.41501,-86.00956,39,24,53,86,0,30,39,24,54,86,0,34,3D,Y,VERIFIED,Y,N,N,Y,Y,N,10,200,200, , ,IN,400,  
OWW04440-0433,2004,1,Cowpen Creek,6/28/04,2,SAMPLEABLE,WADEABLE,Y,30.554386,-93.335471,30.55433,-93.33546,30,33,16,93,20,8,30,33,16,93,20,8,2D,Y,VERIFIED,Y,Y,Y,Y,N,N,4,80,80, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",LA,160,  
OWW04440-0435,2004,1,Elm Creek,8/25/04,1,SAMPLEABLE,WADEABLE,Y,38.720602,-96.099664,38.72048,-96.09999,38,43,14,96,5,59,38,43,14,96,5,60,3D,Y,VERIFIED,Y,N,N,N,Y,N,5,100,100, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",KS,200,  
OWW04440-0436,2004,1,Oldfield Creek,7/17/04,2,SAMPLEABLE,WADEABLE,Y,30.153065,-81.605083,30.1526,-81.60502,30,9,11,81,36,18,30,9,9,81,36,18,3D,Y,VERIFIED,Y,N,N,Y,Y,N,4,80,80, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",FL,160,  
OWW04440-0437,2004,1,GLIDE CREEK,9/2/04,1,SAMPLEABLE,WADEABLE,Y,32.76347,-95.42585,32.763735,-95.423608,32,45,48,95,25,33,32,45,49,95,25,25,3D,Y,VERIFIED,Y,N,N,Y,N,N,3.4,75,75, , ,TX,150,  
OWW04440-0439,2004,1,Persimmon Creek,9/1/04,20,SAMPLEABLE,WADEABLE,Y,38.440545,-76.697373, , ,38,26,26,76,41,51,38,26,27,76,41,50, ,Y,VERIFIED,N,N,N,N,N,N,3,0,150, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",MD,150,  
OWW04440-0440,2004,1,No Name Creek,6/30/04,1,SAMPLEABLE,WADEABLE,Y,43.460589,-88.444897,43.46054,-88.44433,43,27,38,88,26,42,43,27,38,88,26,40,3D,Y,VERIFIED,Y,Y,N,N,Y,N,2,75,75, , ,WI,150,  
OWW04440-0442,2004,1,ROSS RUN,8/15/04,3,SAMPLEABLE,WADEABLE,Y,40.832691,-79.128645,40.83318,-79.12889,40,49,58,79,7,43,40,49,59,79,7,44,3D,Y,VERIFIED,Y,Y,N,N,Y,N,4,80,80, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",PA,160,  
OWW04440-0445,2004,1,Olmos Creek,6/23/04,1,SAMPLEABLE,INTWADE,Y,29.5274,-98.5333,29.52739,-98.53329,29,31,39,98,31,60,29,31,39,98,31,60,3D,Y,VERIFIED,Y,N,N,Y,N,N,9,180,180, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",TX,360,  
OWW04440-0447,2004,1,Shequaga Creek,7/21/04,2,SAMPLEABLE,WADEABLE,Y,42.314988,-76.95535,42.31481,-76.95522,42,18,54,76,57,19,42,18,53,76,57,19,3D,Y,VERIFIED,Y,N,N,Y,Y,N,2.5,75,75, , ,NY,150,  
OWW04440-0451,2004,1,Trail Creek,8/24/04,8,SAMPLEABLE,WADEABLE,Y,35.956442,-98.861355,35.95644,-98.86135,35,57,23,98,51,41,35,57,23,98,51,41,3D,Y,VERIFIED,Y,N,N,Y,Y,N,3,75,75, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",OK,150,  
OWW04440-0453,2004,1,East Fork Flat Creek,6/24/04,2,SAMPLEABLE,WADEABLE,Y,35.012273,-91.072182,35.01215,-91.0719,35,0,44,91,4,20,35,0,44,91,4,19,3D,Y,VERIFIED,Y,N,N,N,N,N,5,100,100, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",AR,200,  
OWW04440-0455,2004,1,Battle Creek,8/17/04,2,SAMPLEABLE,PARBYWADE,Y,44.942606,-93.021235,44.94282,-93.02142,44,56,33,93,1,16,44,56,34,93,1,17,3D,Y,VERIFIED,Y,Y,Y,Y,Y,N,3,75,75, , ,MN,150,  
OWW04440-0456,2004,1,Sandy Creek,8/6/04,11,SAMPLEABLE,WADEABLE,Y,39.146929,-91.392028, , ,39,8,49,91,23,31, , , , , , , , ,VERIFIED, ,N,N,N,Y,N,7,140,140, , ,MO,280,  
OWW04440-0457,2004,1,Cooper Creek,6/17/04,2,SAMPLEABLE,WADEABLE,Y,31.162541,-93.187581,31.16225,-93.1876,31,9,45,93,11,15,31,9,44,93,11,15,2D,Y,VERIFIED,Y,N,N,N,Y,Mapzone web site.,4,80,80, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",LA,160,  
OWW04440-0458,2004,1,Herzog Brook,8/16/04,2,SAMPLEABLE,WADEABLE,Y,40.710392,-74.714762,40.71016,-74.71498,40,42,37,74,42,53,40,42,37,74,42,54,3D,Y,VERIFIED,Y,N,N,Y,N,N,8,75,75, , ,NJ,150,  
OWW04440-0459,2004,1,Ten Mile Creek,10/4/04,5,SAMPLEABLE,WADEABLE,Y,46.53237,-89.39781,46.53239,-89.39781,46,31,57,89,23,52,46,31,57,89,23,52,3D,Y,VERIFIED,Y,Y,N,N,Y,N,4,80,80, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",MI,160,  
OWW04440-0464,2004,1,Unknown,7/11/04,2,SAMPLEABLE,WADEABLE,Y,42.436471,-88.625989,42.43667,-88.62595,42,26,11,88,37,34,42,26,12,88,37,33,3D,Y,VERIFIED,Y,Y,Y,Y,Y,Aerial photo,3,75,75, , ,IL,150,  
OWW04440-0465,2004,1,PEA CREEK,10/1/04,2,SAMPLEABLE,WADEABLE,Y,31.457099,-86.064497,31.45702,-86.06447,31,27,26,86,3,52,31,27,25,86,3,52,3D,Y,VERIFIED,Y,Y,Y,Y,Y,N,7,140,140, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",AL,280,  
OWW04440-0466,2004,1,SPROUT CREEK,8/3/04,1,SAMPLEABLE,WADEABLE,Y,41.562773,-73.846019,41.56327,-73.84718,41,33,46,73,50,46,41,33,48,73,50,50,2D,Y,VERIFIED,Y,N,N,Y,Y,N,9,180,180, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",NY,360,  
OWW04440-0467,2004,1,Windy Creek,7/20/04,13,SAMPLEABLE,WADEABLE,Y,36.855037,-94.958547,36.85471,-94.959,36,51,18,94,57,31,36,51,17,94,57,32,2D,N,VERIFIED,Y,N,N,Y,Y,N,6,120,120, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",OK,240,  
OWW04440-0469,2004,1,Cedar Lake Tributary,7/27/04,13,SAMPLEABLE,INTWADE,Y,34.77874,-94.707477,34.77874,-94.70747,34,46,43,94,42,27,34,46,43,94,42,27,2D,N,VERIFIED,Y,N,N,Y,Y,N,6,120,120, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",OK,240,  
OWW04440-0471,2004,1,Hemlock Spur Creek,6/24/04,1,SAMPLEABLE,WADEABLE,Y,45.79567,-91.172666,45.79581,-91.17289,45,47,44,91,10,22,45,47,45,91,10,22,3D,Y,VERIFIED,Y,Y,N,Y,Y,N,2,75,75, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",WI,150,  
OWW04440-0472,2004,1,SARGENT SLOUGH,7/14/04,5,SAMPLEABLE,WADEABLE,Y,40.512696,-89.332353,40.51285,-89.33244,40,30,46,89,19,56,40,30,46,89,19,57,3D,Y,VERIFIED,Y,Y,Y,Y,Y,Aerial photo,1,75,75, , ,IL,150,  
OWW04440-0473,2004,1,COLES CREEK,7/30/04,1,SAMPLEABLE,WADEABLE,Y,33.857712,-89.478962, , ,33,51,28,89,28,44,33,51,27,89,28,44, ,Y,VERIFIED,N,N,N,Y,Y,N,6,120,120, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",MS,240,  
OWW04440-0474,2004,1,Shippen Run,8/19/04,3,SAMPLEABLE,WADEABLE,Y,41.2697,-79.0986,41.2697,-79.09838,41,16,11,79,5,55,41,16,11,79,5,54,3D,Y,VERIFIED,Y,Y,N,Y,Y,N,1,75,75, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)",PA,150,  
OWW04440-0475,2004,1,OKABENA CREEK,8/26/04,2,SAMPLEABLE,WADEABLE,Y,43.698223,-95.413115,43.6982,-95.41312,43,41,54,95,24,47,43,41,54,95,24,47,3D,Y,VERIFIED,Y,Y,N,Y,Y,N,7,140,140, , ,MN,280,  
OWW04440-0479,2004,1,Slater Creek,7/27/04,2,SAMPLEABLE,WADEABLE,Y,43.269083,-77.626852,43.26913,-77.62706,43,16,9,77,37,37,43,16,9,77,37,37,3D,Y,VERIFIED,Y,N,N,N,Y,N,20,800,0, , ,NY,800,  
